drug_id,condition_id,treatment_notes,treatment_notes_vi,is_primary
1334,61464,'Phylloquinone Phylloquinone tablets Phylloquinone oral Treatment of diabetes mellitus type 2 Treatment of chronic pain Treatment of heart failure Do not take with calcium supplements May interact with',NULL,FALSE
1334,61374,'Phylloquinone Phylloquinone tablets Phylloquinone oral Treatment of diabetes mellitus type 2 Treatment of chronic pain Treatment of heart failure Do not take with calcium supplements May interact with',NULL,FALSE
1334,73760,'Phylloquinone Phylloquinone tablets Phylloquinone oral Treatment of diabetes mellitus type 2 Treatment of chronic pain Treatment of heart failure Do not take with calcium supplements May interact with',NULL,FALSE
1334,24771,'Phylloquinone Phylloquinone tablets Phylloquinone oral Treatment of diabetes mellitus type 2 Treatment of chronic pain Treatment of heart failure Do not take with calcium supplements May interact with',NULL,FALSE
1334,23234,'Phylloquinone Phylloquinone tablets Phylloquinone oral Treatment of diabetes mellitus type 2 Treatment of chronic pain Treatment of heart failure Do not take with calcium supplements May interact with',NULL,FALSE
1788,61247,'Myrrh Myrrh tablets Myrrh oral Treatment of depression and anxiety Treatment of bacterial infections Treatment of chronic pain Limit vitamin C intake Avoid iron-rich foods Take Myrrh as directed by ph',NULL,FALSE
1788,61246,'Myrrh Myrrh tablets Myrrh oral Treatment of depression and anxiety Treatment of bacterial infections Treatment of chronic pain Limit vitamin C intake Avoid iron-rich foods Take Myrrh as directed by ph',NULL,FALSE
1788,42,'Myrrh Myrrh tablets Myrrh oral Treatment of depression and anxiety Treatment of bacterial infections Treatment of chronic pain Limit vitamin C intake Avoid iron-rich foods Take Myrrh as directed by ph',NULL,FALSE
1788,62436,'Myrrh Myrrh tablets Myrrh oral Treatment of depression and anxiety Treatment of bacterial infections Treatment of chronic pain Limit vitamin C intake Avoid iron-rich foods Take Myrrh as directed by ph',NULL,FALSE
1788,61374,'Myrrh Myrrh tablets Myrrh oral Treatment of depression and anxiety Treatment of bacterial infections Treatment of chronic pain Limit vitamin C intake Avoid iron-rich foods Take Myrrh as directed by ph',NULL,FALSE
1788,62076,'Myrrh Myrrh tablets Myrrh oral Treatment of depression and anxiety Treatment of bacterial infections Treatment of chronic pain Limit vitamin C intake Avoid iron-rich foods Take Myrrh as directed by ph',NULL,FALSE
1788,73760,'Myrrh Myrrh tablets Myrrh oral Treatment of depression and anxiety Treatment of bacterial infections Treatment of chronic pain Limit vitamin C intake Avoid iron-rich foods Take Myrrh as directed by ph',NULL,FALSE
1788,24771,'Myrrh Myrrh tablets Myrrh oral Treatment of depression and anxiety Treatment of bacterial infections Treatment of chronic pain Limit vitamin C intake Avoid iron-rich foods Take Myrrh as directed by ph',NULL,FALSE
1788,62075,'Myrrh Myrrh tablets Myrrh oral Treatment of depression and anxiety Treatment of bacterial infections Treatment of chronic pain Limit vitamin C intake Avoid iron-rich foods Take Myrrh as directed by ph',NULL,FALSE
2011,42,'Loteprednol Loteprednol tablets Loteprednol oral Treatment of depression and anxiety Treatment of bacterial infections Treatment of allergic rhinitis Avoid high-fat meals Take Loteprednol as directed ',NULL,FALSE
2011,62436,'Loteprednol Loteprednol tablets Loteprednol oral Treatment of depression and anxiety Treatment of bacterial infections Treatment of allergic rhinitis Avoid high-fat meals Take Loteprednol as directed ',NULL,FALSE
2011,10699,'Loteprednol Loteprednol tablets Loteprednol oral Treatment of depression and anxiety Treatment of bacterial infections Treatment of allergic rhinitis Avoid high-fat meals Take Loteprednol as directed ',NULL,FALSE
2011,62076,'Loteprednol Loteprednol tablets Loteprednol oral Treatment of depression and anxiety Treatment of bacterial infections Treatment of allergic rhinitis Avoid high-fat meals Take Loteprednol as directed ',NULL,FALSE
2011,61248,'Loteprednol Loteprednol tablets Loteprednol oral Treatment of depression and anxiety Treatment of bacterial infections Treatment of allergic rhinitis Avoid high-fat meals Take Loteprednol as directed ',NULL,FALSE
2011,62075,'Loteprednol Loteprednol tablets Loteprednol oral Treatment of depression and anxiety Treatment of bacterial infections Treatment of allergic rhinitis Avoid high-fat meals Take Loteprednol as directed ',NULL,FALSE
2011,62074,'Loteprednol Loteprednol tablets Loteprednol oral Treatment of depression and anxiety Treatment of bacterial infections Treatment of allergic rhinitis Avoid high-fat meals Take Loteprednol as directed ',NULL,FALSE
2011,73760,'Loteprednol Loteprednol tablets Loteprednol oral Treatment of depression and anxiety Treatment of bacterial infections Treatment of allergic rhinitis Avoid high-fat meals Take Loteprednol as directed ',NULL,FALSE
2011,73550,'Loteprednol Loteprednol tablets Loteprednol oral Treatment of depression and anxiety Treatment of bacterial infections Treatment of allergic rhinitis Avoid high-fat meals Take Loteprednol as directed ',NULL,FALSE
2011,73819,'Loteprednol Loteprednol tablets Loteprednol oral Treatment of depression and anxiety Treatment of bacterial infections Treatment of allergic rhinitis Avoid high-fat meals Take Loteprednol as directed ',NULL,FALSE
1510,23237,'Halcinonide Halcinonide tablets Halcinonide oral Treatment of hypertension Treatment of asthma May deplete zinc levels Avoid iron-rich foods Do not consume with magnesium May interact with calcium car',NULL,FALSE
1510,23236,'Halcinonide Halcinonide tablets Halcinonide oral Treatment of hypertension Treatment of asthma May deplete zinc levels Avoid iron-rich foods Do not consume with magnesium May interact with calcium car',NULL,FALSE
1510,61464,'Halcinonide Halcinonide tablets Halcinonide oral Treatment of hypertension Treatment of asthma May deplete zinc levels Avoid iron-rich foods Do not consume with magnesium May interact with calcium car',NULL,FALSE
1510,61463,'Halcinonide Halcinonide tablets Halcinonide oral Treatment of hypertension Treatment of asthma May deplete zinc levels Avoid iron-rich foods Do not consume with magnesium May interact with calcium car',NULL,FALSE
1510,61462,'Halcinonide Halcinonide tablets Halcinonide oral Treatment of hypertension Treatment of asthma May deplete zinc levels Avoid iron-rich foods Do not consume with magnesium May interact with calcium car',NULL,FALSE
1510,61248,'Halcinonide Halcinonide tablets Halcinonide oral Treatment of hypertension Treatment of asthma May deplete zinc levels Avoid iron-rich foods Do not consume with magnesium May interact with calcium car',NULL,FALSE
1510,23234,'Halcinonide Halcinonide tablets Halcinonide oral Treatment of hypertension Treatment of asthma May deplete zinc levels Avoid iron-rich foods Do not consume with magnesium May interact with calcium car',NULL,FALSE
1510,71258,'Halcinonide Halcinonide tablets Halcinonide oral Treatment of hypertension Treatment of asthma May deplete zinc levels Avoid iron-rich foods Do not consume with magnesium May interact with calcium car',NULL,FALSE
1510,61247,'Halcinonide Halcinonide tablets Halcinonide oral Treatment of hypertension Treatment of asthma May deplete zinc levels Avoid iron-rich foods Do not consume with magnesium May interact with calcium car',NULL,FALSE
1510,61246,'Halcinonide Halcinonide tablets Halcinonide oral Treatment of hypertension Treatment of asthma May deplete zinc levels Avoid iron-rich foods Do not consume with magnesium May interact with calcium car',NULL,FALSE
1510,71257,'Halcinonide Halcinonide tablets Halcinonide oral Treatment of hypertension Treatment of asthma May deplete zinc levels Avoid iron-rich foods Do not consume with magnesium May interact with calcium car',NULL,FALSE
1510,71256,'Halcinonide Halcinonide tablets Halcinonide oral Treatment of hypertension Treatment of asthma May deplete zinc levels Avoid iron-rich foods Do not consume with magnesium May interact with calcium car',NULL,FALSE
1510,73760,'Halcinonide Halcinonide tablets Halcinonide oral Treatment of hypertension Treatment of asthma May deplete zinc levels Avoid iron-rich foods Do not consume with magnesium May interact with calcium car',NULL,FALSE
1510,62075,'Halcinonide Halcinonide tablets Halcinonide oral Treatment of hypertension Treatment of asthma May deplete zinc levels Avoid iron-rich foods Do not consume with magnesium May interact with calcium car',NULL,FALSE
1510,62074,'Halcinonide Halcinonide tablets Halcinonide oral Treatment of hypertension Treatment of asthma May deplete zinc levels Avoid iron-rich foods Do not consume with magnesium May interact with calcium car',NULL,FALSE
2007,66253,'Chloride ion Chloride ion tablets Chloride ion oral Treatment of diabetes mellitus type 2 Treatment of allergic rhinitis Treatment of heart failure Avoid fiber supplements Take Chloride ion as directe',NULL,FALSE
2007,3562,'Chloride ion Chloride ion tablets Chloride ion oral Treatment of diabetes mellitus type 2 Treatment of allergic rhinitis Treatment of heart failure Avoid fiber supplements Take Chloride ion as directe',NULL,FALSE
2007,73654,'Chloride ion Chloride ion tablets Chloride ion oral Treatment of diabetes mellitus type 2 Treatment of allergic rhinitis Treatment of heart failure Avoid fiber supplements Take Chloride ion as directe',NULL,FALSE
2007,3563,'Chloride ion Chloride ion tablets Chloride ion oral Treatment of diabetes mellitus type 2 Treatment of allergic rhinitis Treatment of heart failure Avoid fiber supplements Take Chloride ion as directe',NULL,FALSE
2007,3561,'Chloride ion Chloride ion tablets Chloride ion oral Treatment of diabetes mellitus type 2 Treatment of allergic rhinitis Treatment of heart failure Avoid fiber supplements Take Chloride ion as directe',NULL,FALSE
2007,10699,'Chloride ion Chloride ion tablets Chloride ion oral Treatment of diabetes mellitus type 2 Treatment of allergic rhinitis Treatment of heart failure Avoid fiber supplements Take Chloride ion as directe',NULL,FALSE
2007,62076,'Chloride ion Chloride ion tablets Chloride ion oral Treatment of diabetes mellitus type 2 Treatment of allergic rhinitis Treatment of heart failure Avoid fiber supplements Take Chloride ion as directe',NULL,FALSE
2007,73760,'Chloride ion Chloride ion tablets Chloride ion oral Treatment of diabetes mellitus type 2 Treatment of allergic rhinitis Treatment of heart failure Avoid fiber supplements Take Chloride ion as directe',NULL,FALSE
2007,66204,'Chloride ion Chloride ion tablets Chloride ion oral Treatment of diabetes mellitus type 2 Treatment of allergic rhinitis Treatment of heart failure Avoid fiber supplements Take Chloride ion as directe',NULL,FALSE
2007,62074,'Chloride ion Chloride ion tablets Chloride ion oral Treatment of diabetes mellitus type 2 Treatment of allergic rhinitis Treatment of heart failure Avoid fiber supplements Take Chloride ion as directe',NULL,FALSE
1535,13508,'[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile [4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile tablets [4-({4-[(5-cyclopr',NULL,FALSE
1535,61464,'[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile [4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile tablets [4-({4-[(5-cyclopr',NULL,FALSE
1535,61463,'[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile [4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile tablets [4-({4-[(5-cyclopr',NULL,FALSE
1535,61462,'[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile [4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile tablets [4-({4-[(5-cyclopr',NULL,FALSE
1535,61248,'[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile [4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile tablets [4-({4-[(5-cyclopr',NULL,FALSE
1535,13509,'[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile [4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile tablets [4-({4-[(5-cyclopr',NULL,FALSE
1535,3562,'[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile [4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile tablets [4-({4-[(5-cyclopr',NULL,FALSE
1535,71258,'[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile [4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile tablets [4-({4-[(5-cyclopr',NULL,FALSE
1535,61247,'[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile [4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile tablets [4-({4-[(5-cyclopr',NULL,FALSE
1535,61246,'[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile [4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile tablets [4-({4-[(5-cyclopr',NULL,FALSE
1535,73760,'[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile [4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile tablets [4-({4-[(5-cyclopr',NULL,FALSE
1402,73654,'SB-249553 SB-249553 tablets SB-249553 oral Treatment of heart failure Avoid fiber supplements Limit vitamin C intake May interact with calcium carbonate Limit protein intake May interact with calcium ',NULL,FALSE
1402,24794,'SB-249553 SB-249553 tablets SB-249553 oral Treatment of heart failure Avoid fiber supplements Limit vitamin C intake May interact with calcium carbonate Limit protein intake May interact with calcium ',NULL,FALSE
1402,24778,'SB-249553 SB-249553 tablets SB-249553 oral Treatment of heart failure Avoid fiber supplements Limit vitamin C intake May interact with calcium carbonate Limit protein intake May interact with calcium ',NULL,FALSE
1402,61464,'SB-249553 SB-249553 tablets SB-249553 oral Treatment of heart failure Avoid fiber supplements Limit vitamin C intake May interact with calcium carbonate Limit protein intake May interact with calcium ',NULL,FALSE
1402,61463,'SB-249553 SB-249553 tablets SB-249553 oral Treatment of heart failure Avoid fiber supplements Limit vitamin C intake May interact with calcium carbonate Limit protein intake May interact with calcium ',NULL,FALSE
1402,61462,'SB-249553 SB-249553 tablets SB-249553 oral Treatment of heart failure Avoid fiber supplements Limit vitamin C intake May interact with calcium carbonate Limit protein intake May interact with calcium ',NULL,FALSE
1402,71258,'SB-249553 SB-249553 tablets SB-249553 oral Treatment of heart failure Avoid fiber supplements Limit vitamin C intake May interact with calcium carbonate Limit protein intake May interact with calcium ',NULL,FALSE
1402,71257,'SB-249553 SB-249553 tablets SB-249553 oral Treatment of heart failure Avoid fiber supplements Limit vitamin C intake May interact with calcium carbonate Limit protein intake May interact with calcium ',NULL,FALSE
1402,71256,'SB-249553 SB-249553 tablets SB-249553 oral Treatment of heart failure Avoid fiber supplements Limit vitamin C intake May interact with calcium carbonate Limit protein intake May interact with calcium ',NULL,FALSE
1402,23237,'SB-249553 SB-249553 tablets SB-249553 oral Treatment of heart failure Avoid fiber supplements Limit vitamin C intake May interact with calcium carbonate Limit protein intake May interact with calcium ',NULL,FALSE
1402,23236,'SB-249553 SB-249553 tablets SB-249553 oral Treatment of heart failure Avoid fiber supplements Limit vitamin C intake May interact with calcium carbonate Limit protein intake May interact with calcium ',NULL,FALSE
1402,24771,'SB-249553 SB-249553 tablets SB-249553 oral Treatment of heart failure Avoid fiber supplements Limit vitamin C intake May interact with calcium carbonate Limit protein intake May interact with calcium ',NULL,FALSE
1402,23234,'SB-249553 SB-249553 tablets SB-249553 oral Treatment of heart failure Avoid fiber supplements Limit vitamin C intake May interact with calcium carbonate Limit protein intake May interact with calcium ',NULL,FALSE
1402,73760,'SB-249553 SB-249553 tablets SB-249553 oral Treatment of heart failure Avoid fiber supplements Limit vitamin C intake May interact with calcium carbonate Limit protein intake May interact with calcium ',NULL,FALSE
2033,3561,'Volanesorsen Volanesorsen tablets Volanesorsen oral Treatment of hypertension Treatment of heart failure Treatment of diabetes mellitus type 2 May interact with calcium carbonate May interact with cal',NULL,FALSE
2033,66253,'Volanesorsen Volanesorsen tablets Volanesorsen oral Treatment of hypertension Treatment of heart failure Treatment of diabetes mellitus type 2 May interact with calcium carbonate May interact with cal',NULL,FALSE
2033,73654,'Volanesorsen Volanesorsen tablets Volanesorsen oral Treatment of hypertension Treatment of heart failure Treatment of diabetes mellitus type 2 May interact with calcium carbonate May interact with cal',NULL,FALSE
2033,61464,'Volanesorsen Volanesorsen tablets Volanesorsen oral Treatment of hypertension Treatment of heart failure Treatment of diabetes mellitus type 2 May interact with calcium carbonate May interact with cal',NULL,FALSE
