Nutrient,Unit,Gender,Age Group,Goal,Activity Factor,Recommended Amount (per day)
Histidine,mg,Nam,19–30,Giữ cân,1.375,1375.0
Histidine,mg,Nam,19–30,Giữ cân,1.55,1550.0
Histidine,mg,Nam,19–30,Giữ cân,1.725,1725.0
Histidine,mg,Nam,19–30,Giữ cân,1.9,1900.0
Histidine,mg,Nam,19–30,Tăng cân,1.2,1320.0
Histidine,mg,Nam,19–30,Tăng cân,1.375,1512.5
Histidine,mg,Nam,19–30,Tăng cân,1.55,1705.0
Histidine,mg,Nam,19–30,Tăng cân,1.725,1897.5
Histidine,mg,Nam,19–30,Tăng cân,1.9,2090.0
Histidine,mg,Nam,31–50,Giảm cân,1.2,1080.0
Histidine,mg,Nam,31–50,Giảm cân,1.375,1237.5
Histidine,mg,Nam,31–50,Giảm cân,1.55,1395.0
Histidine,mg,Nam,31–50,Giảm cân,1.725,1552.5
Histidine,mg,Nam,31–50,Giảm cân,1.9,1710.0
Histidine,mg,Nam,31–50,Giữ cân,1.2,1200.0
Histidine,mg,Nam,31–50,Giữ cân,1.375,1375.0
Histidine,mg,Nam,31–50,Giữ cân,1.55,1550.0
Histidine,mg,Nam,31–50,Giữ cân,1.725,1725.0
Histidine,mg,Nam,31–50,Giữ cân,1.9,1900.0
Histidine,mg,Nam,31–50,Tăng cân,1.2,1320.0
Histidine,mg,Nam,31–50,Tăng cân,1.375,1512.5
Histidine,mg,Nam,31–50,Tăng cân,1.55,1705.0
Histidine,mg,Nam,31–50,Tăng cân,1.725,1897.5
Histidine,mg,Nam,31–50,Tăng cân,1.9,2090.0
Histidine,mg,Nam,51+,Giảm cân,1.2,1080.0
Histidine,mg,Nam,51+,Giảm cân,1.375,1237.5
Histidine,mg,Nam,51+,Giảm cân,1.55,1395.0
Histidine,mg,Nam,51+,Giảm cân,1.725,1552.5
Histidine,mg,Nam,51+,Giảm cân,1.9,1710.0
Histidine,mg,Nam,51+,Giữ cân,1.2,1200.0
Histidine,mg,Nam,51+,Giữ cân,1.375,1375.0
Histidine,mg,Nam,51+,Giữ cân,1.55,1550.0
Histidine,mg,Nam,51+,Giữ cân,1.725,1725.0
Histidine,mg,Nam,51+,Giữ cân,1.9,1900.0
Histidine,mg,Nam,51+,Tăng cân,1.2,1320.0
Histidine,mg,Nam,51+,Tăng cân,1.375,1512.5
Histidine,mg,Nam,51+,Tăng cân,1.55,1705.0
Histidine,mg,Nam,51+,Tăng cân,1.725,1897.5
Histidine,mg,Nam,51+,Tăng cân,1.9,2090.0
Histidine,mg,Nữ,19–30,Giảm cân,1.2,1080.0
Histidine,mg,Nữ,19–30,Giảm cân,1.375,1237.5
Histidine,mg,Nữ,19–30,Giảm cân,1.55,1395.0
Histidine,mg,Nữ,19–30,Giảm cân,1.725,1552.5
Histidine,mg,Nữ,19–30,Giảm cân,1.9,1710.0
Histidine,mg,Nữ,19–30,Giữ cân,1.2,1200.0
Histidine,mg,Nữ,19–30,Giữ cân,1.375,1375.0
Histidine,mg,Nữ,19–30,Giữ cân,1.55,1550.0
Histidine,mg,Nữ,19–30,Giữ cân,1.725,1725.0
Histidine,mg,Nữ,19–30,Giữ cân,1.9,1900.0
Histidine,mg,Nữ,19–30,Tăng cân,1.2,1320.0
Histidine,mg,Nữ,19–30,Tăng cân,1.375,1512.5
Histidine,mg,Nữ,19–30,Tăng cân,1.55,1705.0
Histidine,mg,Nữ,19–30,Tăng cân,1.725,1897.5
Histidine,mg,Nữ,19–30,Tăng cân,1.9,2090.0
Histidine,mg,Nữ,31–50,Giảm cân,1.2,1080.0
Histidine,mg,Nữ,31–50,Giảm cân,1.375,1237.5
Histidine,mg,Nữ,31–50,Giảm cân,1.55,1395.0
Histidine,mg,Nữ,31–50,Giảm cân,1.725,1552.5
Histidine,mg,Nữ,31–50,Giảm cân,1.9,1710.0
Histidine,mg,Nữ,31–50,Giữ cân,1.2,1200.0
Histidine,mg,Nữ,31–50,Giữ cân,1.375,1375.0
Histidine,mg,Nữ,31–50,Giữ cân,1.55,1550.0
Histidine,mg,Nữ,31–50,Giữ cân,1.725,1725.0
Histidine,mg,Nữ,31–50,Giữ cân,1.9,1900.0
Histidine,mg,Nữ,31–50,Tăng cân,1.2,1320.0
Histidine,mg,Nữ,31–50,Tăng cân,1.375,1512.5
Histidine,mg,Nữ,31–50,Tăng cân,1.55,1705.0
Histidine,mg,Nữ,31–50,Tăng cân,1.725,1897.5
Histidine,mg,Nữ,31–50,Tăng cân,1.9,2090.0
Histidine,mg,Nữ,51+,Giảm cân,1.2,1080.0
Histidine,mg,Nữ,51+,Giảm cân,1.375,1237.5
Histidine,mg,Nữ,51+,Giảm cân,1.55,1395.0
Histidine,mg,Nữ,51+,Giảm cân,1.725,1552.5
Histidine,mg,Nữ,51+,Giảm cân,1.9,1710.0
Histidine,mg,Nữ,51+,Giữ cân,1.2,1200.0
Histidine,mg,Nữ,51+,Giữ cân,1.375,1375.0
Histidine,mg,Nữ,51+,Giữ cân,1.55,1550.0
Histidine,mg,Nữ,51+,Giữ cân,1.725,1725.0
Histidine,mg,Nữ,51+,Giữ cân,1.9,1900.0
Histidine,mg,Nữ,51+,Tăng cân,1.2,1320.0
Histidine,mg,Nữ,51+,Tăng cân,1.375,1512.5
Histidine,mg,Nữ,51+,Tăng cân,1.55,1705.0
Histidine,mg,Nữ,51+,Tăng cân,1.725,1897.5
Histidine,mg,Nữ,51+,Tăng cân,1.9,2090.0
Isoleucine,mg,Nam,19–30,Giảm cân,1.2,1080.0
Isoleucine,mg,Nam,19–30,Giảm cân,1.375,1237.5
Isoleucine,mg,Nam,19–30,Giảm cân,1.55,1395.0
Isoleucine,mg,Nam,19–30,Giảm cân,1.725,1552.5
Isoleucine,mg,Nam,19–30,Giảm cân,1.9,1710.0
Isoleucine,mg,Nam,19–30,Giữ cân,1.2,1200.0
Isoleucine,mg,Nam,19–30,Giữ cân,1.375,1375.0
Isoleucine,mg,Nam,19–30,Giữ cân,1.55,1550.0
Isoleucine,mg,Nam,19–30,Giữ cân,1.725,1725.0
Isoleucine,mg,Nam,19–30,Giữ cân,1.9,1900.0
Isoleucine,mg,Nam,19–30,Tăng cân,1.2,1320.0
Isoleucine,mg,Nam,19–30,Tăng cân,1.375,1512.5
Isoleucine,mg,Nam,19–30,Tăng cân,1.55,1705.0
Isoleucine,mg,Nam,19–30,Tăng cân,1.725,1897.5
Isoleucine,mg,Nam,19–30,Tăng cân,1.9,2090.0
Isoleucine,mg,Nam,31–50,Giảm cân,1.2,1080.0
Isoleucine,mg,Nam,31–50,Giảm cân,1.375,1237.5
Isoleucine,mg,Nam,31–50,Giảm cân,1.55,1395.0
Isoleucine,mg,Nam,31–50,Giảm cân,1.725,1552.5
Isoleucine,mg,Nam,31–50,Giảm cân,1.9,1710.0
Isoleucine,mg,Nam,31–50,Giữ cân,1.2,1200.0
Isoleucine,mg,Nam,31–50,Giữ cân,1.375,1375.0
Isoleucine,mg,Nam,31–50,Giữ cân,1.55,1550.0
Isoleucine,mg,Nam,31–50,Giữ cân,1.725,1725.0
Isoleucine,mg,Nam,31–50,Giữ cân,1.9,1900.0
Isoleucine,mg,Nam,31–50,Tăng cân,1.2,1320.0
Isoleucine,mg,Nam,31–50,Tăng cân,1.375,1512.5
Isoleucine,mg,Nam,31–50,Tăng cân,1.55,1705.0
Isoleucine,mg,Nam,31–50,Tăng cân,1.725,1897.5
Isoleucine,mg,Nam,31–50,Tăng cân,1.9,2090.0
Isoleucine,mg,Nam,51+,Giảm cân,1.2,1080.0
Isoleucine,mg,Nam,51+,Giảm cân,1.375,1237.5
Isoleucine,mg,Nam,51+,Giảm cân,1.55,1395.0
Isoleucine,mg,Nam,51+,Giảm cân,1.725,1552.5
Isoleucine,mg,Nam,51+,Giảm cân,1.9,1710.0
Isoleucine,mg,Nam,51+,Giữ cân,1.2,1200.0
Isoleucine,mg,Nam,51+,Giữ cân,1.375,1375.0
Isoleucine,mg,Nam,51+,Giữ cân,1.55,1550.0
Isoleucine,mg,Nam,51+,Giữ cân,1.725,1725.0
Isoleucine,mg,Nam,51+,Giữ cân,1.9,1900.0
Isoleucine,mg,Nam,51+,Tăng cân,1.2,1320.0
Isoleucine,mg,Nam,51+,Tăng cân,1.375,1512.5
Isoleucine,mg,Nam,51+,Tăng cân,1.55,1705.0
Isoleucine,mg,Nam,51+,Tăng cân,1.725,1897.5
Isoleucine,mg,Nam,51+,Tăng cân,1.9,2090.0
Isoleucine,mg,Nữ,19–30,Giảm cân,1.2,1080.0
Isoleucine,mg,Nữ,19–30,Giảm cân,1.375,1237.5
Isoleucine,mg,Nữ,19–30,Giảm cân,1.55,1395.0
Isoleucine,mg,Nữ,19–30,Giảm cân,1.725,1552.5
Isoleucine,mg,Nữ,19–30,Giảm cân,1.9,1710.0
Isoleucine,mg,Nữ,19–30,Giữ cân,1.2,1200.0
Isoleucine,mg,Nữ,19–30,Giữ cân,1.375,1375.0
Isoleucine,mg,Nữ,19–30,Giữ cân,1.55,1550.0
Isoleucine,mg,Nữ,19–30,Giữ cân,1.725,1725.0
Isoleucine,mg,Nữ,19–30,Giữ cân,1.9,1900.0
Isoleucine,mg,Nữ,19–30,Tăng cân,1.2,1320.0
Isoleucine,mg,Nữ,19–30,Tăng cân,1.375,1512.5
Isoleucine,mg,Nữ,19–30,Tăng cân,1.55,1705.0
Isoleucine,mg,Nữ,19–30,Tăng cân,1.725,1897.5
Isoleucine,mg,Nữ,19–30,Tăng cân,1.9,2090.0
Isoleucine,mg,Nữ,31–50,Giảm cân,1.2,1080.0
Isoleucine,mg,Nữ,31–50,Giảm cân,1.375,1237.5
Isoleucine,mg,Nữ,31–50,Giảm cân,1.55,1395.0
Isoleucine,mg,Nữ,31–50,Giảm cân,1.725,1552.5
Isoleucine,mg,Nữ,31–50,Giảm cân,1.9,1710.0
Isoleucine,mg,Nữ,31–50,Giữ cân,1.2,1200.0
Isoleucine,mg,Nữ,31–50,Giữ cân,1.375,1375.0
Isoleucine,mg,Nữ,31–50,Giữ cân,1.55,1550.0
Isoleucine,mg,Nữ,31–50,Giữ cân,1.725,1725.0
Isoleucine,mg,Nữ,31–50,Giữ cân,1.9,1900.0
Isoleucine,mg,Nữ,31–50,Tăng cân,1.2,1320.0
Isoleucine,mg,Nữ,31–50,Tăng cân,1.375,1512.5
Isoleucine,mg,Nữ,31–50,Tăng cân,1.55,1705.0
Isoleucine,mg,Nữ,31–50,Tăng cân,1.725,1897.5
Isoleucine,mg,Nữ,31–50,Tăng cân,1.9,2090.0
Isoleucine,mg,Nữ,51+,Giảm cân,1.2,1080.0
Isoleucine,mg,Nữ,51+,Giảm cân,1.375,1237.5
Isoleucine,mg,Nữ,51+,Giảm cân,1.55,1395.0
Isoleucine,mg,Nữ,51+,Giảm cân,1.725,1552.5
Isoleucine,mg,Nữ,51+,Giảm cân,1.9,1710.0
Isoleucine,mg,Nữ,51+,Giữ cân,1.2,1200.0
Isoleucine,mg,Nữ,51+,Giữ cân,1.375,1375.0
Isoleucine,mg,Nữ,51+,Giữ cân,1.55,1550.0
Isoleucine,mg,Nữ,51+,Giữ cân,1.725,1725.0
Isoleucine,mg,Nữ,51+,Giữ cân,1.9,1900.0
Isoleucine,mg,Nữ,51+,Tăng cân,1.2,1320.0
Isoleucine,mg,Nữ,51+,Tăng cân,1.375,1512.5
Isoleucine,mg,Nữ,51+,Tăng cân,1.55,1705.0
Isoleucine,mg,Nữ,51+,Tăng cân,1.725,1897.5
Isoleucine,mg,Nữ,51+,Tăng cân,1.9,2090.0
Leucine,mg,Nam,19–30,Giảm cân,1.2,2160.0
Leucine,mg,Nam,19–30,Giảm cân,1.375,2475.0
Leucine,mg,Nam,19–30,Giảm cân,1.55,2790.0
Leucine,mg,Nam,19–30,Giảm cân,1.725,3105.0
Leucine,mg,Nam,19–30,Giảm cân,1.9,3420.0
Leucine,mg,Nam,19–30,Giữ cân,1.2,2400.0
Leucine,mg,Nam,19–30,Giữ cân,1.375,2750.0
Leucine,mg,Nam,19–30,Giữ cân,1.55,3100.0
Leucine,mg,Nam,19–30,Giữ cân,1.725,3450.0
Leucine,mg,Nam,19–30,Giữ cân,1.9,3800.0
Leucine,mg,Nam,19–30,Tăng cân,1.2,2640.0
Leucine,mg,Nam,19–30,Tăng cân,1.375,3025.0
Leucine,mg,Nam,19–30,Tăng cân,1.55,3410.0
Leucine,mg,Nam,19–30,Tăng cân,1.725,3795.0
Leucine,mg,Nam,19–30,Tăng cân,1.9,4180.0
Leucine,mg,Nam,31–50,Giảm cân,1.2,2160.0
Leucine,mg,Nam,31–50,Giảm cân,1.375,2475.0
Leucine,mg,Nam,31–50,Giảm cân,1.55,2790.0
Leucine,mg,Nam,31–50,Giảm cân,1.725,3105.0
Leucine,mg,Nam,31–50,Giảm cân,1.9,3420.0
Leucine,mg,Nam,31–50,Giữ cân,1.2,2400.0
Leucine,mg,Nam,31–50,Giữ cân,1.375,2750.0
Leucine,mg,Nam,31–50,Giữ cân,1.55,3100.0
Leucine,mg,Nam,31–50,Giữ cân,1.725,3450.0
Leucine,mg,Nam,31–50,Giữ cân,1.9,3800.0
Leucine,mg,Nam,31–50,Tăng cân,1.2,2640.0
Leucine,mg,Nam,31–50,Tăng cân,1.375,3025.0
Leucine,mg,Nam,31–50,Tăng cân,1.55,3410.0
Leucine,mg,Nam,31–50,Tăng cân,1.725,3795.0
Leucine,mg,Nam,31–50,Tăng cân,1.9,4180.0
Leucine,mg,Nam,51+,Giảm cân,1.2,2160.0
Leucine,mg,Nam,51+,Giảm cân,1.375,2475.0
Leucine,mg,Nam,51+,Giảm cân,1.55,2790.0
Leucine,mg,Nam,51+,Giảm cân,1.725,3105.0
Leucine,mg,Nam,51+,Giảm cân,1.9,3420.0
Leucine,mg,Nam,51+,Giữ cân,1.2,2400.0
Leucine,mg,Nam,51+,Giữ cân,1.375,2750.0
Leucine,mg,Nam,51+,Giữ cân,1.55,3100.0
Leucine,mg,Nam,51+,Giữ cân,1.725,3450.0
Leucine,mg,Nam,51+,Giữ cân,1.9,3800.0
Leucine,mg,Nam,51+,Tăng cân,1.2,2640.0
Leucine,mg,Nam,51+,Tăng cân,1.375,3025.0
Leucine,mg,Nam,51+,Tăng cân,1.55,3410.0
Leucine,mg,Nam,51+,Tăng cân,1.725,3795.0
Leucine,mg,Nam,51+,Tăng cân,1.9,4180.0
Leucine,mg,Nữ,19–30,Giảm cân,1.2,2160.0
Leucine,mg,Nữ,19–30,Giảm cân,1.375,2475.0
Leucine,mg,Nữ,19–30,Giảm cân,1.55,2790.0
Leucine,mg,Nữ,19–30,Giảm cân,1.725,3105.0
Leucine,mg,Nữ,19–30,Giảm cân,1.9,3420.0
Leucine,mg,Nữ,19–30,Giữ cân,1.2,2400.0
Leucine,mg,Nữ,19–30,Giữ cân,1.375,2750.0
Leucine,mg,Nữ,19–30,Giữ cân,1.55,3100.0
Leucine,mg,Nữ,19–30,Giữ cân,1.725,3450.0
Leucine,mg,Nữ,19–30,Giữ cân,1.9,3800.0
Leucine,mg,Nữ,19–30,Tăng cân,1.2,2640.0
Leucine,mg,Nữ,19–30,Tăng cân,1.375,3025.0
Leucine,mg,Nữ,19–30,Tăng cân,1.55,3410.0
Leucine,mg,Nữ,19–30,Tăng cân,1.725,3795.0
Leucine,mg,Nữ,19–30,Tăng cân,1.9,4180.0
Leucine,mg,Nữ,31–50,Giảm cân,1.2,2160.0
Leucine,mg,Nữ,31–50,Giảm cân,1.375,2475.0
Leucine,mg,Nữ,31–50,Giảm cân,1.55,2790.0
Leucine,mg,Nữ,31–50,Giảm cân,1.725,3105.0
Leucine,mg,Nữ,31–50,Giảm cân,1.9,3420.0
Leucine,mg,Nữ,31–50,Giữ cân,1.2,2400.0
Leucine,mg,Nữ,31–50,Giữ cân,1.375,2750.0
Leucine,mg,Nữ,31–50,Giữ cân,1.55,3100.0
Leucine,mg,Nữ,31–50,Giữ cân,1.725,3450.0
Leucine,mg,Nữ,31–50,Giữ cân,1.9,3800.0
Leucine,mg,Nữ,31–50,Tăng cân,1.2,2640.0
Leucine,mg,Nữ,31–50,Tăng cân,1.375,3025.0
Leucine,mg,Nữ,31–50,Tăng cân,1.55,3410.0
Leucine,mg,Nữ,31–50,Tăng cân,1.725,3795.0
Leucine,mg,Nữ,31–50,Tăng cân,1.9,4180.0
Leucine,mg,Nữ,51+,Giảm cân,1.2,2160.0
Leucine,mg,Nữ,51+,Giảm cân,1.375,2475.0
Leucine,mg,Nữ,51+,Giảm cân,1.55,2790.0
Leucine,mg,Nữ,51+,Giảm cân,1.725,3105.0
Leucine,mg,Nữ,51+,Giảm cân,1.9,3420.0
Leucine,mg,Nữ,51+,Giữ cân,1.2,2400.0
Leucine,mg,Nữ,51+,Giữ cân,1.375,2750.0
Leucine,mg,Nữ,51+,Giữ cân,1.55,3100.0
Leucine,mg,Nữ,51+,Giữ cân,1.725,3450.0
Leucine,mg,Nữ,51+,Giữ cân,1.9,3800.0
Leucine,mg,Nữ,51+,Tăng cân,1.2,2640.0
Leucine,mg,Nữ,51+,Tăng cân,1.375,3025.0
Leucine,mg,Nữ,51+,Tăng cân,1.55,3410.0
Leucine,mg,Nữ,51+,Tăng cân,1.725,3795.0
Leucine,mg,Nữ,51+,Tăng cân,1.9,4180.0
Lysine,mg,Nam,19–30,Giảm cân,1.2,1620.0
Lysine,mg,Nam,19–30,Giảm cân,1.375,1856.25
Lysine,mg,Nam,19–30,Giảm cân,1.55,2092.5
Lysine,mg,Nam,19–30,Giảm cân,1.725,2328.75
Lysine,mg,Nam,19–30,Giảm cân,1.9,2565.0
Lysine,mg,Nam,19–30,Giữ cân,1.2,1800.0
Lysine,mg,Nam,19–30,Giữ cân,1.375,2062.5
Lysine,mg,Nam,19–30,Giữ cân,1.55,2325.0
Lysine,mg,Nam,19–30,Giữ cân,1.725,2587.5
Lysine,mg,Nam,19–30,Giữ cân,1.9,2850.0
Lysine,mg,Nam,19–30,Tăng cân,1.2,1980.0
Lysine,mg,Nam,19–30,Tăng cân,1.375,2268.75
Lysine,mg,Nam,19–30,Tăng cân,1.55,2557.5
Lysine,mg,Nam,19–30,Tăng cân,1.725,2846.25
Lysine,mg,Nam,19–30,Tăng cân,1.9,3135.0
Lysine,mg,Nam,31–50,Giảm cân,1.2,1620.0
Lysine,mg,Nam,31–50,Giảm cân,1.375,1856.25
Lysine,mg,Nam,31–50,Giảm cân,1.55,2092.5
Lysine,mg,Nam,31–50,Giảm cân,1.725,2328.75
Lysine,mg,Nam,31–50,Giảm cân,1.9,2565.0
Lysine,mg,Nam,31–50,Giữ cân,1.2,1800.0
Lysine,mg,Nam,31–50,Giữ cân,1.375,2062.5
Lysine,mg,Nam,31–50,Giữ cân,1.55,2325.0
Lysine,mg,Nam,31–50,Giữ cân,1.725,2587.5
Lysine,mg,Nam,31–50,Giữ cân,1.9,2850.0
Lysine,mg,Nam,31–50,Tăng cân,1.2,1980.0
Lysine,mg,Nam,31–50,Tăng cân,1.375,2268.75
Lysine,mg,Nam,31–50,Tăng cân,1.55,2557.5
Lysine,mg,Nam,31–50,Tăng cân,1.725,2846.25
Lysine,mg,Nam,31–50,Tăng cân,1.9,3135.0
Lysine,mg,Nam,51+,Giảm cân,1.2,1620.0
Lysine,mg,Nam,51+,Giảm cân,1.375,1856.25
Lysine,mg,Nam,51+,Giảm cân,1.55,2092.5
Lysine,mg,Nam,51+,Giảm cân,1.725,2328.75
Lysine,mg,Nam,51+,Giảm cân,1.9,2565.0
Lysine,mg,Nam,51+,Giữ cân,1.2,1800.0
Lysine,mg,Nam,51+,Giữ cân,1.375,2062.5
Lysine,mg,Nam,51+,Giữ cân,1.55,2325.0
Lysine,mg,Nam,51+,Giữ cân,1.725,2587.5
Lysine,mg,Nam,51+,Giữ cân,1.9,2850.0
Lysine,mg,Nam,51+,Tăng cân,1.2,1980.0
Lysine,mg,Nam,51+,Tăng cân,1.375,2268.75
Lysine,mg,Nam,51+,Tăng cân,1.55,2557.5
Lysine,mg,Nam,51+,Tăng cân,1.725,2846.25
Lysine,mg,Nam,51+,Tăng cân,1.9,3135.0
Lysine,mg,Nữ,19–30,Giảm cân,1.2,1620.0
Lysine,mg,Nữ,19–30,Giảm cân,1.375,1856.25
Lysine,mg,Nữ,19–30,Giảm cân,1.55,2092.5
Lysine,mg,Nữ,19–30,Giảm cân,1.725,2328.75
Lysine,mg,Nữ,19–30,Giảm cân,1.9,2565.0
Lysine,mg,Nữ,19–30,Giữ cân,1.2,1800.0
Lysine,mg,Nữ,19–30,Giữ cân,1.375,2062.5
Lysine,mg,Nữ,19–30,Giữ cân,1.55,2325.0
Lysine,mg,Nữ,19–30,Giữ cân,1.725,2587.5
Lysine,mg,Nữ,19–30,Giữ cân,1.9,2850.0
Lysine,mg,Nữ,19–30,Tăng cân,1.2,1980.0
Lysine,mg,Nữ,19–30,Tăng cân,1.375,2268.75
Lysine,mg,Nữ,19–30,Tăng cân,1.55,2557.5
Lysine,mg,Nữ,19–30,Tăng cân,1.725,2846.25
Lysine,mg,Nữ,19–30,Tăng cân,1.9,3135.0
Lysine,mg,Nữ,31–50,Giảm cân,1.2,1620.0
Lysine,mg,Nữ,31–50,Giảm cân,1.375,1856.25
Lysine,mg,Nữ,31–50,Giảm cân,1.55,2092.5
Lysine,mg,Nữ,31–50,Giảm cân,1.725,2328.75
Lysine,mg,Nữ,31–50,Giảm cân,1.9,2565.0
Lysine,mg,Nữ,31–50,Giữ cân,1.2,1800.0
Lysine,mg,Nữ,31–50,Giữ cân,1.375,2062.5
Lysine,mg,Nữ,31–50,Giữ cân,1.55,2325.0
Lysine,mg,Nữ,31–50,Giữ cân,1.725,2587.5
Lysine,mg,Nữ,31–50,Giữ cân,1.9,2850.0
Lysine,mg,Nữ,31–50,Tăng cân,1.2,1980.0
Lysine,mg,Nữ,31–50,Tăng cân,1.375,2268.75
Lysine,mg,Nữ,31–50,Tăng cân,1.55,2557.5
Lysine,mg,Nữ,31–50,Tăng cân,1.725,2846.25
Lysine,mg,Nữ,31–50,Tăng cân,1.9,3135.0
Lysine,mg,Nữ,51+,Giảm cân,1.2,1620.0
Lysine,mg,Nữ,51+,Giảm cân,1.375,1856.25
Lysine,mg,Nữ,51+,Giảm cân,1.55,2092.5
Lysine,mg,Nữ,51+,Giảm cân,1.725,2328.75
Lysine,mg,Nữ,51+,Giảm cân,1.9,2565.0
Lysine,mg,Nữ,51+,Giữ cân,1.2,1800.0
Lysine,mg,Nữ,51+,Giữ cân,1.375,2062.5
Lysine,mg,Nữ,51+,Giữ cân,1.55,2325.0
Lysine,mg,Nữ,51+,Giữ cân,1.725,2587.5
Lysine,mg,Nữ,51+,Giữ cân,1.9,2850.0
Lysine,mg,Nữ,51+,Tăng cân,1.2,1980.0
Lysine,mg,Nữ,51+,Tăng cân,1.375,2268.75
Lysine,mg,Nữ,51+,Tăng cân,1.55,2557.5
Lysine,mg,Nữ,51+,Tăng cân,1.725,2846.25
Lysine,mg,Nữ,51+,Tăng cân,1.9,3135.0
Methionine,mg,Nam,19–30,Giảm cân,1.2,1080.0
Methionine,mg,Nam,19–30,Giảm cân,1.375,1237.5
Methionine,mg,Nam,19–30,Giảm cân,1.55,1395.0
Methionine,mg,Nam,19–30,Giảm cân,1.725,1552.5
Methionine,mg,Nam,19–30,Giảm cân,1.9,1710.0
Methionine,mg,Nam,19–30,Giữ cân,1.2,1200.0
Methionine,mg,Nam,19–30,Giữ cân,1.375,1375.0
Methionine,mg,Nam,19–30,Giữ cân,1.55,1550.0
Methionine,mg,Nam,19–30,Giữ cân,1.725,1725.0
Methionine,mg,Nam,19–30,Giữ cân,1.9,1900.0
Methionine,mg,Nam,19–30,Tăng cân,1.2,1320.0
Methionine,mg,Nam,19–30,Tăng cân,1.375,1512.5
Methionine,mg,Nam,19–30,Tăng cân,1.55,1705.0
Methionine,mg,Nam,19–30,Tăng cân,1.725,1897.5
Methionine,mg,Nam,19–30,Tăng cân,1.9,2090.0
Methionine,mg,Nam,31–50,Giảm cân,1.2,1080.0
Methionine,mg,Nam,31–50,Giảm cân,1.375,1237.5
Methionine,mg,Nam,31–50,Giảm cân,1.55,1395.0
Methionine,mg,Nam,31–50,Giảm cân,1.725,1552.5
Methionine,mg,Nam,31–50,Giảm cân,1.9,1710.0
Methionine,mg,Nam,31–50,Giữ cân,1.2,1200.0
Methionine,mg,Nam,31–50,Giữ cân,1.375,1375.0
Methionine,mg,Nam,31–50,Giữ cân,1.55,1550.0
Methionine,mg,Nam,31–50,Giữ cân,1.725,1725.0
Methionine,mg,Nam,31–50,Giữ cân,1.9,1900.0
Methionine,mg,Nam,31–50,Tăng cân,1.2,1320.0
Methionine,mg,Nam,31–50,Tăng cân,1.375,1512.5
Methionine,mg,Nam,31–50,Tăng cân,1.55,1705.0
Methionine,mg,Nam,31–50,Tăng cân,1.725,1897.5
Methionine,mg,Nam,31–50,Tăng cân,1.9,2090.0
Methionine,mg,Nam,51+,Giảm cân,1.2,1080.0
Methionine,mg,Nam,51+,Giảm cân,1.375,1237.5
Methionine,mg,Nam,51+,Giảm cân,1.55,1395.0
Methionine,mg,Nam,51+,Giảm cân,1.725,1552.5
Methionine,mg,Nam,51+,Giảm cân,1.9,1710.0
Methionine,mg,Nam,51+,Giữ cân,1.2,1200.0
Methionine,mg,Nam,51+,Giữ cân,1.375,1375.0
Methionine,mg,Nam,51+,Giữ cân,1.55,1550.0
Methionine,mg,Nam,51+,Giữ cân,1.725,1725.0
Methionine,mg,Nam,51+,Giữ cân,1.9,1900.0
Methionine,mg,Nam,51+,Tăng cân,1.2,1320.0
Methionine,mg,Nam,51+,Tăng cân,1.375,1512.5
Methionine,mg,Nam,51+,Tăng cân,1.55,1705.0
Methionine,mg,Nam,51+,Tăng cân,1.725,1897.5
Methionine,mg,Nam,51+,Tăng cân,1.9,2090.0
Methionine,mg,Nữ,19–30,Giảm cân,1.2,1080.0
Methionine,mg,Nữ,19–30,Giảm cân,1.375,1237.5
Methionine,mg,Nữ,19–30,Giảm cân,1.55,1395.0
Methionine,mg,Nữ,19–30,Giảm cân,1.725,1552.5
Methionine,mg,Nữ,19–30,Giảm cân,1.9,1710.0
Methionine,mg,Nữ,19–30,Giữ cân,1.2,1200.0
Methionine,mg,Nữ,19–30,Giữ cân,1.375,1375.0
Methionine,mg,Nữ,19–30,Giữ cân,1.55,1550.0
Methionine,mg,Nữ,19–30,Giữ cân,1.725,1725.0
Methionine,mg,Nữ,19–30,Giữ cân,1.9,1900.0
Methionine,mg,Nữ,19–30,Tăng cân,1.2,1320.0
Methionine,mg,Nữ,19–30,Tăng cân,1.375,1512.5
Methionine,mg,Nữ,19–30,Tăng cân,1.55,1705.0
Methionine,mg,Nữ,19–30,Tăng cân,1.725,1897.5
Methionine,mg,Nữ,19–30,Tăng cân,1.9,2090.0
Methionine,mg,Nữ,31–50,Giảm cân,1.2,1080.0
Methionine,mg,Nữ,31–50,Giảm cân,1.375,1237.5
Methionine,mg,Nữ,31–50,Giảm cân,1.55,1395.0
Methionine,mg,Nữ,31–50,Giảm cân,1.725,1552.5
Methionine,mg,Nữ,31–50,Giảm cân,1.9,1710.0
Methionine,mg,Nữ,31–50,Giữ cân,1.2,1200.0
Methionine,mg,Nữ,31–50,Giữ cân,1.375,1375.0
Methionine,mg,Nữ,31–50,Giữ cân,1.55,1550.0
Methionine,mg,Nữ,31–50,Giữ cân,1.725,1725.0
Methionine,mg,Nữ,31–50,Giữ cân,1.9,1900.0
Methionine,mg,Nữ,31–50,Tăng cân,1.2,1320.0
Methionine,mg,Nữ,31–50,Tăng cân,1.375,1512.5
Methionine,mg,Nữ,31–50,Tăng cân,1.55,1705.0
Methionine,mg,Nữ,31–50,Tăng cân,1.725,1897.5
